Country Name,Country Code,Series Name,Series Code,Quarter,Value,Year,Source,Indicator Category
Canada,CAN,"Net errors and omissions (BoP, current US$)",BN.KAC.EOMS.CD,,4936958334.68929,2021,WDI,Uncategorized
Canada,CAN,"Net incurrence of liabilities, total (current LCU)",GC.LBL.TOTL.CN,,157733000000.0,2021,WDI,Uncategorized
Canada,CAN,"Net ODA provided, to the least developed countries (current US$)",DC.ODA.TLDC.CD,,1216890000.0,2021,WDI,Uncategorized
Canada,CAN,"Net ODA provided, total (constant 2021 US$)",DC.ODA.TOTL.KD,,6257690000.0,2021,WDI,Uncategorized
Canada,CAN,"Net ODA provided, total (current US$)",DC.ODA.TOTL.CD,,6257690000.0,2021,WDI,Uncategorized
Canada,CAN,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,,,2021,WDI,Uncategorized
Canada,CAN,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,2021,WDI,Uncategorized
Canada,CAN,"Patent applications, nonresidents",IP.PAT.NRES,,32445.0,2021,WDI,Uncategorized
Canada,CAN,"Patent applications, residents",IP.PAT.RESD,,4710.0,2021,WDI,Uncategorized
Canada,CAN,"Persistence to grade 5, total (% of cohort)",SE.PRM.PRS5.ZS,,,2021,WDI,Uncategorized
Canada,CAN,"Persistence to last grade of primary, total (% of cohort)",SE.PRM.PRSL.ZS,,,2021,WDI,Uncategorized
Canada,CAN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,,0.962336957454681,2021,WDI,Uncategorized
Canada,CAN,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,,7.0,2021,WDI,Uncategorized
Canada,CAN,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,,83.0188674926758,2021,WDI,Uncategorized
Canada,CAN,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,,64.6226425170898,2021,WDI,Uncategorized
Canada,CAN,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,,95.7547149658203,2021,WDI,Uncategorized
Canada,CAN,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,,0.229812398552895,2021,WDI,Uncategorized
Canada,CAN,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,,36288436484.4559,2021,WDI,Uncategorized
Canada,CAN,Power outages in firms in a typical month (number),IC.ELC.OUTG,,,2021,WDI,Uncategorized
Canada,CAN,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,,12.5,2021,WDI,Uncategorized
Canada,CAN,"Probability of dying among adolescents ages 10-14 years (per 1,000)",SH.DYN.1014,,0.6,2021,WDI,Uncategorized
Canada,CAN,"Probability of dying among adolescents ages 15-19 years (per 1,000)",SH.DYN.1519,,1.8,2021,WDI,Uncategorized
Canada,CAN,Prosperity gap (average shortfall from a prosperity standard of $25/day),SI.SPR.PGAP,,,2021,WDI,Uncategorized
Canada,CAN,Pupils below minimum reading proficiency at end of primary (%). Low GAML threshold,SE.LPV.PRIM.LD,,,2021,WDI,Uncategorized
Canada,CAN,Rail lines (total route-km),IS.RRS.TOTL.KM,,48149.90622,2021,WDI,Uncategorized
Canada,CAN,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,,430170.0,2021,WDI,Uncategorized
Canada,CAN,"Railways, passengers carried (million passenger-km)",IS.RRS.PASG.KM,,536.0,2021,WDI,Uncategorized
Canada,CAN,Regulatory Quality: Estimate,RQ.EST,,1.61376404762268,2021,WDI,Uncategorized
Canada,CAN,Regulatory Quality: Number of Sources,RQ.NO.SRC,,7.0,2021,WDI,Uncategorized
Canada,CAN,Regulatory Quality: Percentile Rank,RQ.PER.RNK,,94.2857131958008,2021,WDI,Uncategorized
Canada,CAN,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",RQ.PER.RNK.LOWER,,85.7142868041992,2021,WDI,Uncategorized
Canada,CAN,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",RQ.PER.RNK.UPPER,,99.523811340332,2021,WDI,Uncategorized
Canada,CAN,Regulatory Quality: Standard Error,RQ.STD.ERR,,0.231103107333183,2021,WDI,Uncategorized
Canada,CAN,"Reserves and related items (BoP, current US$)",BN.RES.INCL.CD,,20508838694.3991,2021,WDI,Uncategorized
Canada,CAN,Rule of Law: Estimate,RL.EST,,1.59289026260376,2021,WDI,Uncategorized
Canada,CAN,Rule of Law: Number of Sources,RL.NO.SRC,,10.0,2021,WDI,Uncategorized
Canada,CAN,Rule of Law: Percentile Rank,RL.PER.RNK,,91.9047622680664,2021,WDI,Uncategorized
Canada,CAN,"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",RL.PER.RNK.LOWER,,87.6190490722656,2021,WDI,Uncategorized
Canada,CAN,"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",RL.PER.RNK.UPPER,,98.5714263916016,2021,WDI,Uncategorized
Canada,CAN,Rule of Law: Standard Error,RL.STD.ERR,,0.159911647439003,2021,WDI,Uncategorized
Canada,CAN,S&P Global Equity Indices (annual % change),CM.MKT.INDX.ZG,,22.6826128289126,2021,WDI,Uncategorized
Canada,CAN,Scientific and technical journal articles,IP.JRN.ARTC.SC,,69684.17,2021,WDI,Uncategorized
Canada,CAN,Secure Internet servers,IT.NET.SECR,,1665049.0,2021,WDI,Uncategorized
Canada,CAN,Subsidies and other transfers (current LCU),GC.XPN.TRFT.CN,,433272000000.0,2021,WDI,Uncategorized
Canada,CAN,Surface area (sq. km),AG.SRF.TOTL.K2,,15634410.0,2021,WDI,Uncategorized
Canada,CAN,Time required to obtain an operating license (days),IC.FRM.DURS,,,2021,WDI,Uncategorized
Canada,CAN,Time to obtain an electrical connection (days),IC.ELC.DURS,,,2021,WDI,Uncategorized
Canada,CAN,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,106615119570.101,2021,WDI,Uncategorized
Canada,CAN,Total reserves minus gold (current US$),FI.RES.XGLD.CD,,106615119570.101,2021,WDI,Uncategorized
Canada,CAN,Value lost due to electrical outages (% of sales for affected firms),IC.FRM.OUTG.ZS,,,2021,WDI,Uncategorized
United States,USA,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,,715.0,2021,WDI,Uncategorized
United States,USA,B-READY: Dispute Resolution Pillar 1: Quality of Regulations for Dispute Resolution,IC.BRE.DR.P1,,,2021,WDI,Uncategorized
United States,USA,B-READY: Dispute Resolution Pillar 3:  Ease of Resolving a Commercial Dispute,IC.BRE.DR.P3,,,2021,WDI,Uncategorized
United States,USA,B-READY: Pillar 1: Regulatory Framework,IC.BRE.P1.RF,,,2021,WDI,Uncategorized
United States,USA,Changes in inventories (constant LCU),NE.GDI.STKB.KN,,12200655711.6988,2021,WDI,Uncategorized
United States,USA,Changes in inventories (current LCU),NE.GDI.STKB.CN,,12193000000.0,2021,WDI,Uncategorized
United States,USA,Changes in inventories (current US$),NE.GDI.STKB.CD,,12193000000.0,2021,WDI,Uncategorized
United States,USA,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,131079000000.0,2021,WDI,Uncategorized
United States,USA,Compensation of employees (current LCU),GC.XPN.COMP.CN,,492400600000.0,2021,WDI,Uncategorized
United States,USA,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,,62161482.0,2021,WDI,Uncategorized
United States,USA,Control of Corruption: Estimate,CC.EST,,1.01927757263184,2021,WDI,Uncategorized
United States,USA,Control of Corruption: Number of Sources,CC.NO.SRC,,10.0,2021,WDI,Uncategorized
United States,USA,Control of Corruption: Percentile Rank,CC.PER.RNK,,82.8571395874023,2021,WDI,Uncategorized
United States,USA,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,,77.1428604125977,2021,WDI,Uncategorized
United States,USA,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,,88.5714263916016,2021,WDI,Uncategorized
United States,USA,Control of Corruption: Standard Error,CC.STD.ERR,,0.159112930297852,2021,WDI,Uncategorized
United States,USA,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,,,2021,WDI,Uncategorized
United States,USA,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,,,2021,WDI,Uncategorized
United States,USA,DEC alternative conversion factor (LCU per US$),PA.NUS.ATLS,,1.0,2021,WDI,Uncategorized
United States,USA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,5.58011610459837,2021,WDI,Uncategorized
United States,USA,Firms competing against unregistered firms (% of firms),IC.FRM.CMPU.ZS,,,2021,WDI,Uncategorized
United States,USA,Firms experiencing electrical outages (% of firms),IC.ELC.OUTG.ZS,,,2021,WDI,Uncategorized
United States,USA,Firms experiencing losses due to theft and vandalism (% of firms),IC.FRM.THEV.ZS,,,2021,WDI,Uncategorized
United States,USA,Firms offering formal training (% of firms),IC.FRM.TRNG.ZS,,,2021,WDI,Uncategorized
United States,USA,Firms that spend on R&D (% of firms),IC.FRM.RSDV.ZS,,,2021,WDI,Uncategorized
United States,USA,Fixed broadband subscriptions,IT.NET.BBND,,126000000.0,2021,WDI,Uncategorized
United States,USA,Fixed telephone subscriptions,IT.MLT.MAIN,,97215000.0,2021,WDI,Uncategorized
United States,USA,"IFC, private nonguaranteed (NFL, US$)",DT.NFL.NIFC.CD,,,2021,WDI,Uncategorized
United States,USA,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,,37564.0,2021,WDI,Uncategorized
United States,USA,"Industrial design applications, resident, by count",IP.IDS.RSCT,,21913.0,2021,WDI,Uncategorized
United States,USA,"Listed domestic companies, total",CM.MKT.LDOM.NO,,4774.0,2021,WDI,Uncategorized
United States,USA,Losses due to theft and vandalism (% of annual sales for affected firms),IC.FRM.CRIM.ZS,,,2021,WDI,Uncategorized
United States,USA,Mobile cellular subscriptions,IT.CEL.SETS,,362000000.0,2021,WDI,Uncategorized
United States,USA,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,,,2021,WDI,Uncategorized
United States,USA,"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,,,2021,WDI,Uncategorized
United States,USA,"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD,,,2021,WDI,Uncategorized
United States,USA,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,,,2021,WDI,Uncategorized
United States,USA,"Net bilateral aid flows from DAC donors, Czechia (current US$)",DC.DAC.CZEL.CD,,,2021,WDI,Uncategorized
United States,USA,"Net bilateral aid flows from DAC donors, Denmark (current US$)",DC.DAC.DNKL.CD,,,2021,WDI,Uncategorized
United States,USA,"Net bilateral aid flows from DAC donors, Estonia (current US$)",DC.DAC.ESTL.CD,,,2021,WDI,Uncategorized
United States,USA,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,,,2021,WDI,Uncategorized
United States,USA,"Net bilateral aid flows from DAC donors, France (current US$)",DC.DAC.FRAL.CD,,,2021,WDI,Uncategorized
United States,USA,"Net bilateral aid flows from DAC donors, Germany (current US$)",DC.DAC.DEUL.CD,,,2021,WDI,Uncategorized
United States,USA,"Net bilateral aid flows from DAC donors, Greece (current US$)",DC.DAC.GRCL.CD,,,2021,WDI,Uncategorized
United States,USA,"Net bilateral aid flows from DAC donors, Hungary (current US$)",DC.DAC.HUNL.CD,,,2021,WDI,Uncategorized
United States,USA,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,,,2021,WDI,Uncategorized
United States,USA,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,,,2021,WDI,Uncategorized
United States,USA,"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",DC.DAC.KORL.CD,,,2021,WDI,Uncategorized
United States,USA,"Net bilateral aid flows from DAC donors, Lithuania (current US$)",DC.DAC.LTUL.CD,,,2021,WDI,Uncategorized
United States,USA,"Net bilateral aid flows from DAC donors, Luxembourg (current US$)",DC.DAC.LUXL.CD,,,2021,WDI,Uncategorized
United States,USA,"Net bilateral aid flows from DAC donors, Norway (current US$)",DC.DAC.NORL.CD,,,2021,WDI,Uncategorized
United States,USA,"Net bilateral aid flows from DAC donors, Portugal (current US$)",DC.DAC.PRTL.CD,,,2021,WDI,Uncategorized
United States,USA,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,,,2021,WDI,Uncategorized
United States,USA,"Net bilateral aid flows from DAC donors, Spain (current US$)",DC.DAC.ESPL.CD,,,2021,WDI,Uncategorized
United States,USA,"Net bilateral aid flows from DAC donors, Sweden (current US$)",DC.DAC.SWEL.CD,,,2021,WDI,Uncategorized
United States,USA,"Net bilateral aid flows from DAC donors, Total (current US$)",DC.DAC.TOTL.CD,,,2021,WDI,Uncategorized
United States,USA,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,,,2021,WDI,Uncategorized
United States,USA,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,,,2021,WDI,Uncategorized
United States,USA,"Net errors and omissions (BoP, current US$)",BN.KAC.EOMS.CD,,45781000000.0,2021,WDI,Uncategorized
United States,USA,"Net incurrence of liabilities, total (current LCU)",GC.LBL.TOTL.CN,,1445947600000.0,2021,WDI,Uncategorized
United States,USA,"Net ODA provided, to the least developed countries (current US$)",DC.ODA.TLDC.CD,,12280050000.0,2021,WDI,Uncategorized
United States,USA,"Net ODA provided, total (constant 2021 US$)",DC.ODA.TOTL.KD,,47528160000.0,2021,WDI,Uncategorized
United States,USA,"Net ODA provided, total (current US$)",DC.ODA.TOTL.CD,,47528160000.0,2021,WDI,Uncategorized
United States,USA,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,,,2021,WDI,Uncategorized
United States,USA,Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,,,2021,WDI,Uncategorized
United States,USA,"Patent applications, nonresidents",IP.PAT.NRES,,329229.0,2021,WDI,Uncategorized
United States,USA,"Patent applications, residents",IP.PAT.RESD,,262244.0,2021,WDI,Uncategorized
United States,USA,"Persistence to grade 5, total (% of cohort)",SE.PRM.PRS5.ZS,,84.4307403564453,2021,WDI,Uncategorized
United States,USA,"Persistence to last grade of primary, total (% of cohort)",SE.PRM.PRSL.ZS,,,2021,WDI,Uncategorized
United States,USA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,,-0.0144246527925134,2021,WDI,Uncategorized
United States,USA,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,,8.0,2021,WDI,Uncategorized
United States,USA,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,,46.698112487793,2021,WDI,Uncategorized
United States,USA,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,,33.0188674926758,2021,WDI,Uncategorized
United States,USA,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,,57.0754699707031,2021,WDI,Uncategorized
United States,USA,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,,0.212362676858902,2021,WDI,Uncategorized
United States,USA,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,,-53068000000.0,2021,WDI,Uncategorized
United States,USA,Power outages in firms in a typical month (number),IC.ELC.OUTG,,,2021,WDI,Uncategorized
United States,USA,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,,24.7,2021,WDI,Uncategorized
United States,USA,"Probability of dying among adolescents ages 10-14 years (per 1,000)",SH.DYN.1014,,0.8,2021,WDI,Uncategorized
United States,USA,"Probability of dying among adolescents ages 15-19 years (per 1,000)",SH.DYN.1519,,3.0,2021,WDI,Uncategorized
United States,USA,Prosperity gap (average shortfall from a prosperity standard of $25/day),SI.SPR.PGAP,,0.8,2021,WDI,Uncategorized
United States,USA,Pupils below minimum reading proficiency at end of primary (%). Low GAML threshold,SE.LPV.PRIM.LD,,5.49336051940918,2021,WDI,Uncategorized
United States,USA,Rail lines (total route-km),IS.RRS.TOTL.KM,,148553.34734,2021,WDI,Uncategorized
United States,USA,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,,2239400.714,2021,WDI,Uncategorized
United States,USA,"Railways, passengers carried (million passenger-km)",IS.RRS.PASG.KM,,,2021,WDI,Uncategorized
United States,USA,Regulatory Quality: Estimate,RQ.EST,,1.44095718860626,2021,WDI,Uncategorized
United States,USA,Regulatory Quality: Number of Sources,RQ.NO.SRC,,7.0,2021,WDI,Uncategorized
United States,USA,Regulatory Quality: Percentile Rank,RQ.PER.RNK,,90.476188659668,2021,WDI,Uncategorized
United States,USA,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",RQ.PER.RNK.LOWER,,82.8571395874023,2021,WDI,Uncategorized
United States,USA,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",RQ.PER.RNK.UPPER,,98.0952377319336,2021,WDI,Uncategorized
United States,USA,Regulatory Quality: Standard Error,RQ.STD.ERR,,0.231103107333183,2021,WDI,Uncategorized
United States,USA,"Reserves and related items (BoP, current US$)",BN.RES.INCL.CD,,114257699123.622,2021,WDI,Uncategorized
United States,USA,Rule of Law: Estimate,RL.EST,,1.38915693759918,2021,WDI,Uncategorized
United States,USA,Rule of Law: Number of Sources,RL.NO.SRC,,10.0,2021,WDI,Uncategorized
United States,USA,Rule of Law: Percentile Rank,RL.PER.RNK,,88.0952377319336,2021,WDI,Uncategorized
United States,USA,"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",RL.PER.RNK.LOWER,,84.2857131958008,2021,WDI,Uncategorized
United States,USA,"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",RL.PER.RNK.UPPER,,93.3333358764648,2021,WDI,Uncategorized
United States,USA,Rule of Law: Standard Error,RL.STD.ERR,,0.159911647439003,2021,WDI,Uncategorized
United States,USA,S&P Global Equity Indices (annual % change),CM.MKT.INDX.ZG,,26.8927362908572,2021,WDI,Uncategorized
United States,USA,Scientific and technical journal articles,IP.JRN.ARTC.SC,,472448.44,2021,WDI,Uncategorized
United States,USA,Secure Internet servers,IT.NET.SECR,,52122869.0,2021,WDI,Uncategorized
United States,USA,Subsidies and other transfers (current LCU),GC.XPN.TRFT.CN,,4960414300000.0,2021,WDI,Uncategorized
United States,USA,Surface area (sq. km),AG.SRF.TOTL.K2,,9831510.0,2021,WDI,Uncategorized
United States,USA,Time required to obtain an operating license (days),IC.FRM.DURS,,,2021,WDI,Uncategorized
United States,USA,Time to obtain an electrical connection (days),IC.ELC.DURS,,,2021,WDI,Uncategorized
United States,USA,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,716152260973.711,2021,WDI,Uncategorized
United States,USA,Total reserves minus gold (current US$),FI.RES.XGLD.CD,,240197337193.282,2021,WDI,Uncategorized
United States,USA,Value lost due to electrical outages (% of sales for affected firms),IC.FRM.OUTG.ZS,,,2021,WDI,Uncategorized
Argentina,ARG,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,,591.0,2021,WDI,Uncategorized
Argentina,ARG,B-READY: Dispute Resolution Pillar 1: Quality of Regulations for Dispute Resolution,IC.BRE.DR.P1,,,2021,WDI,Uncategorized
Argentina,ARG,B-READY: Dispute Resolution Pillar 3:  Ease of Resolving a Commercial Dispute,IC.BRE.DR.P3,,,2021,WDI,Uncategorized
Argentina,ARG,B-READY: Pillar 1: Regulatory Framework,IC.BRE.P1.RF,,,2021,WDI,Uncategorized
Argentina,ARG,Changes in inventories (constant LCU),NE.GDI.STKB.KN,,386893000.0,2021,WDI,Uncategorized
Argentina,ARG,Changes in inventories (current LCU),NE.GDI.STKB.CN,,363123313200.0,2021,WDI,Uncategorized
Argentina,ARG,Changes in inventories (current US$),NE.GDI.STKB.CD,,3822723199.69877,2021,WDI,Uncategorized
Argentina,ARG,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,,245918236.931882,2021,WDI,Uncategorized
