Country Name,Country Code,Series Name,Series Code,Quarter,Value,Year,Source,Indicator Category
United States,USA,B-READY: Utility Services Pillar 3: Operational Efficiency of Utility Service Provision,IC.BRE.US.P3,,,2021,WDI,Statistical_Indicators
United States,USA,B-READY: Utility Services: Overall Score,IC.BRE.US.OS,,,2021,WDI,Statistical_Indicators
United States,USA,Completeness of birth registration (%),SP.REG.BRTH.ZS,,,2021,WDI,Statistical_Indicators
United States,USA,Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,,,2021,WDI,Statistical_Indicators
United States,USA,"Compulsory education, duration (years)",SE.COM.DURS,,12.0,2021,WDI,Statistical_Indicators
United States,USA,Consumer price index (2010 = 100),FP.CPI.TOTL,,124.266413825838,2021,WDI,Statistical_Indicators
United States,USA,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,,,2021,WDI,Statistical_Indicators
United States,USA,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,101.0,2021,WDI,Statistical_Indicators
United States,USA,Disaster risk reduction progress score (1-5 scale; 5=best),EN.CLC.DRSK.XQ,,,2021,WDI,Statistical_Indicators
United States,USA,Export unit value index (2015 = 100),TX.UVI.MRCH.XD.WD,,112.5,2021,WDI,Statistical_Indicators
United States,USA,Export value index (2015 = 100),TX.VAL.MRCH.XD.WD,,116.7531516881,2021,WDI,Statistical_Indicators
United States,USA,Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,,103.7712732769,2021,WDI,Statistical_Indicators
United States,USA,Firms formally registered when operations started (% of firms),IC.FRM.FREG.ZS,,,2021,WDI,Statistical_Indicators
United States,USA,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,,104.57,2021,WDI,Statistical_Indicators
United States,USA,Gini index,SI.POV.GINI,,39.7,2021,WDI,Statistical_Indicators
United States,USA,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,,,2021,WDI,Statistical_Indicators
United States,USA,"Gross intake ratio in first grade of primary education, total (% of relevant age group)",SE.PRM.GINT.ZS,,,2021,WDI,Statistical_Indicators
United States,USA,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,,,2021,WDI,Statistical_Indicators
United States,USA,Import unit value index (2015 = 100),TM.UVI.MRCH.XD.WD,,107.5,2021,WDI,Statistical_Indicators
United States,USA,Import value index (2015 = 100),TM.VAL.MRCH.XD.WD,,126.7789348669,2021,WDI,Statistical_Indicators
United States,USA,Import volume index (2015 = 100),TM.QTY.MRCH.XD.WD,,117.9272525229,2021,WDI,Statistical_Indicators
United States,USA,Liner shipping connectivity index (maximum value in 2004 = 100),IS.SHP.GCNW.XQ,,102.6129324202,2021,WDI,Statistical_Indicators
United States,USA,Logistics performance index: Ability to track and trace consignments (1=low to 5=high),LP.LPI.TRAC.XQ,,,2021,WDI,Statistical_Indicators
United States,USA,Logistics performance index: Competence and quality of logistics services (1=low to 5=high),LP.LPI.LOGS.XQ,,,2021,WDI,Statistical_Indicators
United States,USA,Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high),LP.LPI.ITRN.XQ,,,2021,WDI,Statistical_Indicators
United States,USA,Logistics performance index: Efficiency of customs clearance process (1=low to 5=high),LP.LPI.CUST.XQ,,,2021,WDI,Statistical_Indicators
United States,USA,Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high),LP.LPI.TIME.XQ,,,2021,WDI,Statistical_Indicators
United States,USA,Logistics performance index: Overall (1=low to 5=high),LP.LPI.OVRL.XQ,,,2021,WDI,Statistical_Indicators
United States,USA,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,,,2021,WDI,Statistical_Indicators
United States,USA,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,,104.6546547,2021,WDI,Statistical_Indicators
United States,USA,Net migration,SM.POP.NETM,,674787.0,2021,WDI,Statistical_Indicators
United States,USA,"New business density (new registrations per 1,000 people ages 15-64)",IC.BUS.NDNS.ZS,,,2021,WDI,Statistical_Indicators
United States,USA,"Preprimary education, duration (years)",SE.PRE.DURS,,,2021,WDI,Statistical_Indicators
United States,USA,"Primary education, duration (years)",SE.PRM.DURS,,6.0,2021,WDI,Statistical_Indicators
United States,USA,"Pupil-teacher ratio, lower secondary",SE.SEC.ENRL.LO.TC.ZS,,,2021,WDI,Statistical_Indicators
United States,USA,"Pupil-teacher ratio, preprimary",SE.PRE.ENRL.TC.ZS,,,2021,WDI,Statistical_Indicators
United States,USA,"Pupil-teacher ratio, primary",SE.PRM.ENRL.TC.ZS,,,2021,WDI,Statistical_Indicators
United States,USA,"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,,,2021,WDI,Statistical_Indicators
United States,USA,"Pupil-teacher ratio, tertiary",SE.TER.ENRL.TC.ZS,,,2021,WDI,Statistical_Indicators
United States,USA,"Pupil-teacher ratio, upper secondary",SE.SEC.ENRL.UP.TC.ZS,,,2021,WDI,Statistical_Indicators
United States,USA,Real effective exchange rate index (2010 = 100),PX.REX.REER,,115.627930069581,2021,WDI,Statistical_Indicators
United States,USA,"Secondary education, duration (years)",SE.SEC.DURS,,6.0,2021,WDI,Statistical_Indicators
United States,USA,Statistical performance indicators (SPI): Overall score (scale 0-100),IQ.SPI.OVRL,,92.75,2021,WDI,Statistical_Indicators
United States,USA,Statistical performance indicators (SPI): Pillar 1 data use score (scale 0-100),IQ.SPI.PIL1,,100.0,2021,WDI,Statistical_Indicators
United States,USA,Statistical performance indicators (SPI): Pillar 2 data services score (scale 0-100),IQ.SPI.PIL2,,92.7,2021,WDI,Statistical_Indicators
United States,USA,Statistical performance indicators (SPI): Pillar 3 data products score  (scale 0-100),IQ.SPI.PIL3,,85.95,2021,WDI,Statistical_Indicators
United States,USA,Statistical performance indicators (SPI): Pillar 4 data sources score (scale 0-100),IQ.SPI.PIL4,,85.1,2021,WDI,Statistical_Indicators
United States,USA,Statistical performance indicators (SPI): Pillar 5 data infrastructure score (scale 0-100),IQ.SPI.PIL5,,100.0,2021,WDI,Statistical_Indicators
United States,USA,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,,,2021,WDI,Statistical_Indicators
United States,USA,UHC service coverage index,SH.UHC.SRVS.CV.XD,,86.0,2021,WDI,Statistical_Indicators
United States,USA,Wholesale price index (2010 = 100),FP.WPI.TOTL,,,2021,WDI,Statistical_Indicators
United States,USA,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,91.25,2021,WDI,Statistical_Indicators
Argentina,ARG,Age dependency ratio (% of working-age population),SP.POP.DPND,,54.2195244410156,2021,WDI,Statistical_Indicators
Argentina,ARG,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,,18.3808404939187,2021,WDI,Statistical_Indicators
Argentina,ARG,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,,35.8386839470968,2021,WDI,Statistical_Indicators
Argentina,ARG,Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,,,2021,WDI,Statistical_Indicators
Argentina,ARG,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,,77000000.0,2021,WDI,Statistical_Indicators
Argentina,ARG,B-READY: Business Entry Pillar 3: Operational Efficiency of Business Entry,IC.BRE.BE.P3,,,2021,WDI,Statistical_Indicators
Argentina,ARG,B-READY: Business Entry: Overall Score,IC.BRE.BE.OS,,,2021,WDI,Statistical_Indicators
Argentina,ARG,B-READY: Business Insolvency Pillar 2: Quality of Institutional and Operational Infrastructure for Judicial Insolvency Proceedings,IC.BRE.BI.P2,,,2021,WDI,Statistical_Indicators
Argentina,ARG,B-READY: Business Insolvency Pillar 3: Operational Efficiency of Resolving Judicial Insolvency Proceedings,IC.BRE.BI.P3,,,2021,WDI,Statistical_Indicators
Argentina,ARG,B-READY: Business Insolvency: Overall Score,IC.BRE.BI.OS,,,2021,WDI,Statistical_Indicators
Argentina,ARG,B-READY: Business Location Pillar 3: Operational Efficiency of Establishing a Business Location,IC.BRE.BL.P3,,,2021,WDI,Statistical_Indicators
Argentina,ARG,B-READY: Business Location: Overall Score,IC.BRE.BL.OS,,,2021,WDI,Statistical_Indicators
Argentina,ARG,B-READY: Dispute Resolution: Overall Score,IC.BRE.DR.OS,,,2021,WDI,Statistical_Indicators
Argentina,ARG,B-READY: Labor Pillar 3: Operational Efficiency of Labor Regulations and Public Services in Practice,IC.BRE.LB.P3,,,2021,WDI,Statistical_Indicators
Argentina,ARG,B-READY: Labor: Overall Score,IC.BRE.LB.OS,,,2021,WDI,Statistical_Indicators
Argentina,ARG,B-READY: Pillar 3: Operational Efficiency,IC.BRE.P3.OE,,,2021,WDI,Statistical_Indicators
Argentina,ARG,B-READY: Taxation Pillar 3: Operational Efficiency of Tax Systems in Practice,IC.BRE.TX.P3,,,2021,WDI,Statistical_Indicators
Argentina,ARG,B-READY: Taxation: Overall Score,IC.BRE.TX.OS,,,2021,WDI,Statistical_Indicators
Argentina,ARG,B-READY: Utility Services Pillar 3: Operational Efficiency of Utility Service Provision,IC.BRE.US.P3,,,2021,WDI,Statistical_Indicators
Argentina,ARG,B-READY: Utility Services: Overall Score,IC.BRE.US.OS,,,2021,WDI,Statistical_Indicators
Argentina,ARG,Completeness of birth registration (%),SP.REG.BRTH.ZS,,,2021,WDI,Statistical_Indicators
Argentina,ARG,Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,,,2021,WDI,Statistical_Indicators
Argentina,ARG,"Compulsory education, duration (years)",SE.COM.DURS,,14.0,2021,WDI,Statistical_Indicators
Argentina,ARG,Consumer price index (2010 = 100),FP.CPI.TOTL,,,2021,WDI,Statistical_Indicators
Argentina,ARG,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,,,2021,WDI,Statistical_Indicators
Argentina,ARG,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,107.19,2021,WDI,Statistical_Indicators
Argentina,ARG,Disaster risk reduction progress score (1-5 scale; 5=best),EN.CLC.DRSK.XQ,,,2021,WDI,Statistical_Indicators
Argentina,ARG,Export unit value index (2015 = 100),TX.UVI.MRCH.XD.WD,,116.7,2021,WDI,Statistical_Indicators
Argentina,ARG,Export value index (2015 = 100),TX.VAL.MRCH.XD.WD,,137.2481684964,2021,WDI,Statistical_Indicators
Argentina,ARG,Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,,117.6653120548,2021,WDI,Statistical_Indicators
Argentina,ARG,Firms formally registered when operations started (% of firms),IC.FRM.FREG.ZS,,,2021,WDI,Statistical_Indicators
Argentina,ARG,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,,108.4,2021,WDI,Statistical_Indicators
Argentina,ARG,Gini index,SI.POV.GINI,,42.4,2021,WDI,Statistical_Indicators
Argentina,ARG,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,,60920000.0,2021,WDI,Statistical_Indicators
Argentina,ARG,"Gross intake ratio in first grade of primary education, total (% of relevant age group)",SE.PRM.GINT.ZS,,,2021,WDI,Statistical_Indicators
Argentina,ARG,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,,,2021,WDI,Statistical_Indicators
Argentina,ARG,Import unit value index (2015 = 100),TM.UVI.MRCH.XD.WD,,102.4,2021,WDI,Statistical_Indicators
Argentina,ARG,Import value index (2015 = 100),TM.VAL.MRCH.XD.WD,,104.9497550281,2021,WDI,Statistical_Indicators
Argentina,ARG,Import volume index (2015 = 100),TM.QTY.MRCH.XD.WD,,102.4808330794,2021,WDI,Statistical_Indicators
Argentina,ARG,Liner shipping connectivity index (maximum value in 2004 = 100),IS.SHP.GCNW.XQ,,36.0329182168,2021,WDI,Statistical_Indicators
Argentina,ARG,Logistics performance index: Ability to track and trace consignments (1=low to 5=high),LP.LPI.TRAC.XQ,,,2021,WDI,Statistical_Indicators
Argentina,ARG,Logistics performance index: Competence and quality of logistics services (1=low to 5=high),LP.LPI.LOGS.XQ,,,2021,WDI,Statistical_Indicators
Argentina,ARG,Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high),LP.LPI.ITRN.XQ,,,2021,WDI,Statistical_Indicators
Argentina,ARG,Logistics performance index: Efficiency of customs clearance process (1=low to 5=high),LP.LPI.CUST.XQ,,,2021,WDI,Statistical_Indicators
Argentina,ARG,Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high),LP.LPI.TIME.XQ,,,2021,WDI,Statistical_Indicators
Argentina,ARG,Logistics performance index: Overall (1=low to 5=high),LP.LPI.OVRL.XQ,,,2021,WDI,Statistical_Indicators
Argentina,ARG,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,,,2021,WDI,Statistical_Indicators
Argentina,ARG,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,,113.8988462454,2021,WDI,Statistical_Indicators
Argentina,ARG,Net migration,SM.POP.NETM,,314.0,2021,WDI,Statistical_Indicators
Argentina,ARG,"New business density (new registrations per 1,000 people ages 15-64)",IC.BUS.NDNS.ZS,,,2021,WDI,Statistical_Indicators
Argentina,ARG,"Preprimary education, duration (years)",SE.PRE.DURS,,6.0,2021,WDI,Statistical_Indicators
Argentina,ARG,"Primary education, duration (years)",SE.PRM.DURS,,6.0,2021,WDI,Statistical_Indicators
Argentina,ARG,"Pupil-teacher ratio, lower secondary",SE.SEC.ENRL.LO.TC.ZS,,,2021,WDI,Statistical_Indicators
Argentina,ARG,"Pupil-teacher ratio, preprimary",SE.PRE.ENRL.TC.ZS,,,2021,WDI,Statistical_Indicators
Argentina,ARG,"Pupil-teacher ratio, primary",SE.PRM.ENRL.TC.ZS,,,2021,WDI,Statistical_Indicators
Argentina,ARG,"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,,,2021,WDI,Statistical_Indicators
Argentina,ARG,"Pupil-teacher ratio, tertiary",SE.TER.ENRL.TC.ZS,,,2021,WDI,Statistical_Indicators
Argentina,ARG,"Pupil-teacher ratio, upper secondary",SE.SEC.ENRL.UP.TC.ZS,,,2021,WDI,Statistical_Indicators
Argentina,ARG,Real effective exchange rate index (2010 = 100),PX.REX.REER,,,2021,WDI,Statistical_Indicators
Argentina,ARG,"Secondary education, duration (years)",SE.SEC.DURS,,6.0,2021,WDI,Statistical_Indicators
Argentina,ARG,Statistical performance indicators (SPI): Overall score (scale 0-100),IQ.SPI.OVRL,,77.7379166666667,2021,WDI,Statistical_Indicators
Argentina,ARG,Statistical performance indicators (SPI): Pillar 1 data use score (scale 0-100),IQ.SPI.PIL1,,90.0,2021,WDI,Statistical_Indicators
Argentina,ARG,Statistical performance indicators (SPI): Pillar 2 data services score (scale 0-100),IQ.SPI.PIL2,,80.8,2021,WDI,Statistical_Indicators
Argentina,ARG,Statistical performance indicators (SPI): Pillar 3 data products score  (scale 0-100),IQ.SPI.PIL3,,90.15625,2021,WDI,Statistical_Indicators
Argentina,ARG,Statistical performance indicators (SPI): Pillar 4 data sources score (scale 0-100),IQ.SPI.PIL4,,67.7333333333333,2021,WDI,Statistical_Indicators
Argentina,ARG,Statistical performance indicators (SPI): Pillar 5 data infrastructure score (scale 0-100),IQ.SPI.PIL5,,60.0,2021,WDI,Statistical_Indicators
Argentina,ARG,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,,31000000.0,2021,WDI,Statistical_Indicators
Argentina,ARG,UHC service coverage index,SH.UHC.SRVS.CV.XD,,79.0,2021,WDI,Statistical_Indicators
Argentina,ARG,Wholesale price index (2010 = 100),FP.WPI.TOTL,,,2021,WDI,Statistical_Indicators
Argentina,ARG,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,,79.375,2021,WDI,Statistical_Indicators
Barbados,BRB,Age dependency ratio (% of working-age population),SP.POP.DPND,,49.6166083359847,2021,WDI,Statistical_Indicators
Barbados,BRB,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,,22.8348711422208,2021,WDI,Statistical_Indicators
Barbados,BRB,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,,26.7817371937639,2021,WDI,Statistical_Indicators
